mint_number,NRI,Collection Rank,hand,shirt,head,waist,foot,pants,underwear,accessory,hand_probability,shirt_probability,head_probability,waist_probability,foot_probability,pants_probability,underwear_probability,accessory_probability,total_probability
1802,0.6582927134108236,2734,Brand New Pen,Bikini Top,Headphones,Fanny Pack,Shoes,Karate Pants,"""Aesthetic"" Futuristic Bikini (Custom) 🔥",Cyclops Glasses,0.00024996875390576176,0.016372953380827397,0.012123484564429446,0.05199350081239845,0.021622297212848394,0.02687164104486939,0.00012498437695288088,0.012998375203099613,2.435174544254838e-18
1803,0.04199475065616798,7665,Cellphone,Wind Breaker,Turban,Studded Belt,Platform Boots,Crop Pants,Midway Briefs,Antique Watch,0.017747781527309086,0.0169978752655918,0.017747781527309086,0.05649293838270216,0.018997625296837895,0.030371203599550055,0.04361954755655543,0.009623797025371828,7.325982591779963e-14
1804,0.6040494938132733,3168,Dog Leash,1990s Tank Top,Used Balaclava,Fanny Pack,"""Electric Swirl"" 1980s Flip Flops (Fire) 🔥",Crop Pants,Trunks,Messenger Bag,0.01724784401949756,0.005874265716785402,0.0006249218847644045,0.05199350081239845,0.00012498437695288088,0.030371203599550055,0.044119485064366956,0.011748531433570804,6.477313967214384e-18
1805,0.37782777152855895,4978,Megaphone,Cape,Space Helmet,Studded Belt,Aged Roller Skates,Shorts,Midway Briefs,"""Plaid"" 1980s Contact Lenses (Designer) 🔥",0.01837270341207349,0.016372953380827397,0.013123359580052493,0.05649293838270216,0.002124734408198975,0.030246219222597175,0.04361954755655543,0.00012498437695288088,7.813613324790559e-17
1806,0.6292963379577553,2966,Pillow,Bikini Top,1800s Headphones,Fish Belt,Slides,Swim Trunks,"""Pinstripe"" 1970s Jockstrap (Collectors Edition) 🔥",Smart Watch,0.01987251593550806,0.016372953380827397,0.00024996875390576176,0.049868766404199474,0.024621922259717537,0.024496937882764653,0.00012498437695288088,0.013873265841769778,4.2419195177275105e-18
1807,0.8126484189476315,1499,"""Pinstripe"" Retro Pocket Watch (Drippin) 🔥",Wind Breaker,Turban,Belt,Roller Skates,Tights,Aged Trunks,Worn Out Spectacles,0.00012498437695288088,0.0169978752655918,0.017747781527309086,0.1078615173103362,0.022622172228471443,0.021372328458942633,0.0007499062617172854,0.00012498437695288088,1.842934163346868e-19
1808,0.6397950256217972,2882,Waifu Pillow,Cardigan,Balaclava,Fish Belt,Slides,Cargo Shorts,"""Blood Red"" 3yr Old String Bikini (Knockoff) 🔥","""Psychedelic"" Vintage Kandi Bracelet (Alien) 🔥",0.0196225471816023,0.031996000499937505,0.010998625171853519,0.049868766404199474,0.024621922259717537,0.02687164104486939,0.00012498437695288088,0.00012498437695288088,3.559145219506329e-18
1809,0.4269466316710411,4585,Fidget Spinner,Dress,Feather Hat,Belt,Dress Shoe,Hot Pants,Vintage Granny Panties,1980s Snake,0.020372453443319585,0.0196225471816023,0.012998375203099613,0.1078615173103362,0.023497062867141608,0.026496687914010747,0.000999875015623047,0.00012498437695288088,4.3607473519063503e-17
1810,0.6231721034870641,3015,Umbrella,1990s Smoking Jacket,Bandana,Fanny Pack,Shoes,Futuristic Baggy Pants,Midway Briefs,"""Hot Pink"" Old Portfolio Bag (Synthetic) 🔥",0.018997625296837895,0.005374328208973878,0.009998750156230472,0.05199350081239845,0.021622297212848394,0.0007499062617172854,0.04361954755655543,0.00012498437695288088,4.692064551590487e-18
1811,0.5366829146356705,3707,TV Controller,"""Cloud White"" Used Plastic Shirt (Dirty) 🔥",Yarmulke,Victorian Jeweled Belt,Socks,Jeans,String Bikini,Green Contacts,0.018872640919885015,0.00012498437695288088,0.016122984626921636,0.001249843769528809,0.018997625296837895,0.023622047244094488,0.05486814148231471,0.01262342207224097,1.4774193422153196e-17
1812,0.9551306086739157,359,Scissors,Cardigan,1980s Silk Hood,Fanny Pack,Derby Shoes,Futuristic Trousers,"""Aesthetic"" Worn Out Bikini (Drippin) 🔥",Vintage Atomic Watch,0.016372953380827397,0.031996000499937505,0.0003749531308586427,0.05199350081239845,0.02124734408198975,0.00024996875390576176,0.00012498437695288088,0.00024996875390576176,1.694652262391861e-21
1813,0.15810523684539435,6736,Paintbrush,Dress,Feather Hat,Jeweled Belt,Roller Skates,1960s Cutoff Pants,Midway Briefs,Hoops,0.017497812773403325,0.0196225471816023,0.012998375203099613,0.05486814148231471,0.022622172228471443,0.0007499062617172854,0.04361954755655543,0.011498562679665042,2.0836005524463997e-15
1814,0.4231971003624547,4615,Whip,Smoking Jacket,Second Hand Bandana,3yr Old Fish Belt,Cleats,Cutoff Pants,Tighty-whities,Smart Watch,0.019997500312460944,0.021622297212848394,0.00024996875390576176,0.0013748281464816899,0.02087239095113111,0.02662167229096363,0.03999500062492189,0.013873265841769778,4.581457213556918e-17
1815,0.9326334208223972,539,Purse,Plastic Shirt,1920s Yarmulke,"""Leopard Print"" Victorian Fanny Pack (Vegan) 🔥",Aged Riding Boots,Karate Pants,5yr Old Trunks,Tackle Box,0.01862267216597925,0.0169978752655918,0.0006249218847644045,0.00012498437695288088,0.0004999375078115235,0.02687164104486939,0.001249843769528809,0.010498687664041995,4.358316396846364e-21
1816,0.46844144481939753,4253,Pocket Watch,Tailcoat,"""Glittery"" 3yr Old Silk Hood (Beautiful) 🔥",Fish Belt,1970s Wedge,Crop Pants,G-String,Blindfold,0.02074740657417823,0.013748281464816898,0.00012498437695288088,0.049868766404199474,0.0008748906386701663,0.030371203599550055,0.050368703912010995,0.012373453318335208,2.9441779782670833e-17
1817,0.884639420072491,923,Wine Glass,"""Psychedelic"" Second Hand Corset (Chic) 🔥",Flat Cap,Fanny Pack,2021 Dress Shoe,Shorts,Brand New Granny Panties,1970s Scrunchie,0.020122484689413824,0.00012498437695288088,0.01262342207224097,0.05199350081239845,0.001249843769528809,0.030246219222597175,0.0011248593925759281,0.0003749531308586427,2.6318767485865223e-20
1818,0.5904261967254093,3277,Cat,Tunic,Sombrero,Belt,"""Blazing"" Retro High Heel Sandals (Signed) 🔥",Shorts,Boy Shorts,Aged Crossbody Bag,0.01799775028121485,0.01399825021872266,0.012998375203099613,0.1078615173103362,0.00012498437695288088,0.030246219222597175,0.047244094488188976,0.00012498437695288088,7.884563447619143e-18
1819,0.013498312710911176,7893,Waifu Pillow,Ring Mail,Towel,Shoelace Belt,Moccasins,Yoga Pants,String Bikini,Tote Bag,0.0196225471816023,0.014373203349581302,0.016122984626921636,0.05411823522059742,0.022622172228471443,0.031996000499937505,0.05486814148231471,0.011623547056617924,1.1360225315022375e-13
1820,0.5808023997000376,3354,TV Controller,Tailcoat,"""Icy"" 1920s Tiara (Limited Edition) 🔥",Fanny Pack,Derby Shoes,Cargo Pants,2yr Old Midway Briefs,Shades,0.018872640919885015,0.013748281464816898,0.00012498437695288088,0.05199350081239845,0.02124734408198975,0.02712160979877515,0.0007499062617172854,0.011998500187476566,8.742586510015298e-18
1821,0.17860267466566682,6572,Used Spoon,Corset,Fedora,Studded Belt,Brogues,Dress Pants,String Bikini,Briefcase,0.0004999375078115235,0.016622922134733157,0.012873390826146731,0.05649293838270216,0.01849768778902637,0.024996875390576177,0.05486814148231471,0.0111236095488064,1.7056085581138482e-15
1822,0.9220097487814023,624,Medieval Tennis Racket,Tunic,Dunce Cap,Worn Out Bat Belt,Cleats,1970s Karate Pants,2yr Old Jockstrap,Choker,0.0003749531308586427,0.01399825021872266,0.01262342207224097,0.0013748281464816899,0.02087239095113111,0.0006249218847644045,0.0004999375078115235,0.0111236095488064,6.6074767937301904e-21
1823,0.8995125609298837,804,1970s Blanket,Ring Mail,Pith Helmet,2021 Suspenders,Rain Boots,5yr Old Kilt,Medieval Trunks,Ascot,0.0004999375078115235,0.014373203349581302,0.01799775028121485,0.0011248593925759281,0.021622297212848394,0.0004999375078115235,0.0008748906386701663,0.011748531433570804,1.6163695411623375e-20
1824,0.3843269591301087,4926,Pen,Turtle Neck,Equestrian Helm,Worn Out Fish Belt,Wedge,Crop Pants,Midway Briefs,Brand New Hat Bag,0.02099737532808399,0.016622922134733157,0.015873015873015872,0.0011248593925759281,0.023372078490188727,0.030371203599550055,0.04361954755655543,0.0003749531308586427,7.235150203775439e-17
1825,0.8185226846644169,1452,"""Rainbow"" Worn Out Trumpet (Dirty) 🔥",1980s Vest,Retro Flat Cap,Belt,1920s Jeweled Sandals,Riding Pants,String Bikini,Sunglasses,0.00012498437695288088,0.00562429696287964,0.0006249218847644045,0.1078615173103362,0.00024996875390576176,0.024496937882764653,0.05486814148231471,0.010123734533183352,1.6116649336015744e-19
1826,0.1372328458942632,6903,Pocket Watch,Brand New Cardigan,1990s Peaked Cap,Belt,High Heel Sandals,Yoga Pants,Jockstrap,Engagement Ring,0.02074740657417823,0.005749281339832521,0.0007499062617172854,0.1078615173103362,0.02062242219722535,0.031996000499937505,0.03999500062492189,0.010498687664041995,2.6731724491517284e-15
1827,0.2490938632670916,6008,Surf Board,Futuristic Bomber Jacket,Towel,Platinum Belt,Victorian Moccasins,Leggings,Trunks,Choker,0.020372453443319585,0.005749281339832521,0.016122984626921636,0.051118610173728284,0.0006249218847644045,0.0281214848143982,0.044119485064366956,0.0111236095488064,8.325714717288828e-16
1828,0.46169228846394206,4307,Beggar Cup,Medieval Turtle Neck,Brand New Sailors Bonet,Fanny Pack,1980s Flip Flops,Cargo Pants,Boy Shorts,Spectacles,0.01849768778902637,0.005999250093738283,0.0003749531308586427,0.05199350081239845,0.000999875015623047,0.02712160979877515,0.047244094488188976,0.01124859392575928,3.1177939139757497e-17
1829,0.8463942007249095,1229,Fidget Spinner,1980s Vest,"""Boho"" Retro Fedora (Knockoff) 🔥",Jeweled Belt,Rain Boots,Old Capri Pants,String Bikini,1980s Tote Bag,0.020372453443319585,0.00562429696287964,0.00012498437695288088,0.05486814148231471,0.021622297212848394,0.0003749531308586427,0.05486814148231471,0.00024996875390576176,8.737201444492142e-20
1830,0.4491938507686539,4407,Medieval Golf Club,Cardigan,Cat Ears,Bat Belt,Slides,Sweat Pants,Tighty-whities,Victorian Shades,0.00024996875390576176,0.031996000499937505,0.00987376577927759,0.06161729783777028,0.024621922259717537,0.02949631296087989,0.03999500062492189,0.00024996875390576176,3.533035582390556e-17
1831,0.663167104111986,2695,2yr Old TV Controller,Bomber Jacket,1970s Pith Helmet,Belt,Fins,Skinny Jeans,Trunks,Worn Out Portfolio Bag,0.0006249218847644045,0.01524809398825147,0.00024996875390576176,0.1078615173103362,0.01974753155855518,0.026246719160104987,0.044119485064366956,0.0003749531308586427,2.2028696775212012e-18
1832,0.42419697537807777,4607,Wine Glass,Turtle Neck,Brand New Viking Helm,Fish Belt,Shoes,Skinny Jeans,1950s Boy Shorts,Sunglasses,0.020122484689413824,0.016622922134733157,0.0006249218847644045,0.049868766404199474,0.021622297212848394,0.026246719160104987,0.0007499062617172854,0.010123734533183352,4.491257142432091e-17
1833,0.1934758155230596,6453,Paintbrush,Safari Jacket,Balaclava,Fanny Pack,2021 Sneakers,Tights,String Bikini,Green Contacts,0.017497812773403325,0.016372953380827397,0.010998625171853519,0.05199350081239845,0.0006249218847644045,0.021372328458942633,0.05486814148231471,0.01262342207224097,1.5155601574465266e-15
1834,0.2999625046869141,5601,Whip,Bowling Shirt,Peaked Cap,Bat Belt,"""Night Black"" Retro Boat shoes (Designer) 🔥",Tennis Skirt,Tighty-whities,Neck Tie,0.019997500312460944,0.017372828396450445,0.013498312710911136,0.06161729783777028,0.00012498437695288088,0.026371703537057867,0.03999500062492189,0.010998625171853519,4.1895405684320796e-16
1835,0.36632920884889386,5070,2yr Old Book,Robe,3yr Old Bald Cap,Suspenders,Fins,Hot Pants,Trunks,Backpack,0.0004999375078115235,0.01799775028121485,0.0006249218847644045,0.05436820397450319,0.01974753155855518,0.026496687914010747,0.044119485064366956,0.013248343957005373,9.349773711796298e-17
1836,0.5430571178602674,3656,1960s Pen,1920s Cardigan,1920s Umbrella Hat,Bat Belt,Ski Boots,Hot Pants,Midway Briefs,Stethoscope,0.0003749531308586427,0.005124359455068116,0.0003749531308586427,0.06161729783777028,0.023122109736282963,0.026496687914010747,0.04361954755655543,0.011498562679665042,1.3640803907476572e-17
1837,0.5296837895263092,3763,Wrench,Hoodie,Used Motorcycle Helmet,Aged Suspenders,Sneakers,Jeans,String Bikini,Choker,0.01862267216597925,0.01799775028121485,0.00012498437695288088,0.001249843769528809,0.02124734408198975,0.023622047244094488,0.05486814148231471,0.0111236095488064,1.6038356017716188e-17
1838,0.773403324584427,1813,Aged Microphone,Smoking Jacket,Cat Ears,Worn Out Bat Belt,Sandals,Vintage Chaps,Trunks,Spectacles,0.00024996875390576176,0.021622297212848394,0.00987376577927759,0.0013748281464816899,0.025746781652293462,0.0003749531308586427,0.044119485064366956,0.01124859392575928,3.5151786504344876e-19
1839,0.9293838270216223,565,Purse,Body Paint,Bandana,2021 Suspenders,"""Checkered"" Aged Platform Boots (Cruelty Free) 🔥",3yr Old Dress Pants,Midway Briefs,Futuristic Neck Pillow,0.01862267216597925,0.017622797150356206,0.009998750156230472,0.0011248593925759281,0.00024996875390576176,0.00024996875390576176,0.04361954755655543,0.0004999375078115235,5.029549929390173e-21
1840,0.7917760279965005,1666,Banjo,Kimono,1920s Feather Hat,Bat Belt,2yr Old Flip Flops,Vintage Skort,Midway Briefs,Crossbody Bag,0.01687289088863892,0.018872640919885015,0.00024996875390576176,0.06161729783777028,0.0003749531308586427,0.00024996875390576176,0.04361954755655543,0.013498312710911136,2.706661218128036e-19
1841,0.9600049993750781,320,1980s Tennis Racket,Shawl,Balaclava,Suspenders,Roller Skates,3yr Old Swim Trunks,"""Punk"" 1920s String Bikini (Vegan) 🔥",2yr Old Engagement Ring,0.0004999375078115235,0.015748031496062992,0.010998625171853519,0.05436820397450319,0.022622172228471443,0.0003749531308586427,0.00012498437695288088,0.00024996875390576176,1.2476079328331749e-21
1842,0.32383452068491436,5410,"""Icy Blue"" Aged Purse (Synthetic) 🔥",Medieval Rain Coat,Turban,Bat Belt,Slides,Miniskirt,Trunks,Ski Goggle,0.00012498437695288088,0.004874390701162355,0.017747781527309086,0.06161729783777028,0.024621922259717537,0.02962129733783277,0.044119485064366956,0.011498562679665042,2.4650334237486147e-16
1843,0.1889763779527559,6489,Umbrella,1980s Dinner Jacket,Bald Cap,Belt,5yr Old Socks,Baggy Pants,Midway Briefs,Chain,0.018997625296837895,0.005374328208973878,0.013748281464816898,0.1078615173103362,0.0008748906386701663,0.025746781652293462,0.04361954755655543,0.010498687664041995,1.5618212752493477e-15
1844,0.4434445694288214,4453,Spoon,Graphic Tee,Equestrian Helm,Bat Belt,Futuristic Derby Shoes,Skirt,Boy Shorts,1920s Aviator Sunglasses,0.02099737532808399,0.015748031496062992,0.015873015873015872,0.06161729783777028,0.0007499062617172854,0.026246719160104987,0.047244094488188976,0.00012498437695288088,3.758708523168002e-17
1845,0.17785276840394948,6578,Trumpet,Waist Coat,Motorcycle Helmet,Belt,Roller Skates,Trousers,String Bikini,Retro Cyclops Glasses,0.01937257842769654,0.01549806274215723,0.012248468941382326,0.1078615173103362,0.022622172228471443,0.02799650043744532,0.05486814148231471,0.00012498437695288088,1.7227696210779836e-15
1846,0.2739657542807149,5809,Wand,Parka,Beret,Bat Belt,Cleats,Shorts,Bikini,2021 Neck Pillow,0.01949756280464942,0.014623172103487065,0.011873515810523684,0.06161729783777028,0.02087239095113111,0.030246219222597175,0.03812023497062867,0.00012498437695288088,6.274202014800638e-16
1847,0.1781027371578553,6576,Surf Board,Ring Mail,Bandana,Belt,Linen Shoes,Riding Pants,Aged Midway Briefs,Hoops,0.020372453443319585,0.014373203349581302,0.009998750156230472,0.1078615173103362,0.022122234720659918,0.024496937882764653,0.0008748906386701663,0.011498562679665042,1.721659523559179e-15
1848,0.22097237845269346,6233,Tennis Racket,Graphic Tee,Bucket Hat,Futuristic Bat Belt,Ski Boots,Cargo Pants,Boy Shorts,Smart Watch,0.01937257842769654,0.015748031496062992,0.011873515810523684,0.0007499062617172854,0.023122109736282963,0.02712160979877515,0.047244094488188976,0.013873265841769778,1.1165268633819922e-15
1849,0.8791401074865641,967,Golf Club,2yr Old Hawaiian Shirt,1800s Visor,2021 Belt,Studded Boots,Leggings,Victorian String Bikini,Retro Contact Lenses,0.020247469066366704,0.003999500062492188,0.0006249218847644045,0.0016247969003874516,0.023747031621047368,0.0281214848143982,0.0014998125234345708,0.0003749531308586427,3.087897003534789e-20
1850,0.3394575678040245,5285,Cellphone,Polyester Shirt,Beret,Studded Belt,Cowboy Boots,"""Steampunk"" Victorian Swim Trunks (Clean) 🔥",Bikini,Ear Buds,0.017747781527309086,0.013123359580052493,0.011873515810523684,0.05649293838270216,0.0196225471816023,0.00012498437695288088,0.03812023497062867,0.011373578302712161,1.6612171436615027e-16
1851,0.44744406949131355,4421,Retro Pillow,Tuxedo Jacket,Fez,Leather Belt,Linen Shoes,Used Skinny Jeans,Midway Briefs,Necklace,0.0004999375078115235,0.014998125234345707,0.014748156480439945,0.05536807899012623,0.022122234720659918,0.0004999375078115235,0.04361954755655543,0.012248468941382326,3.617908408248137e-17
1852,0.7852768403949506,1718,Old Fidget Spinner,Turtle Neck,Bowler Hat,Bat Belt,Leather Boots,Victorian Cargo Shorts,Panties,"""Tie Dye"" 1960s Portfolio Bag (Cruelty Free) 🔥",0.0006249218847644045,0.016622922134733157,0.012123484564429446,0.06161729783777028,0.01712285964254468,0.0003749531308586427,0.047494063242094736,0.00012498437695288088,2.957410115943647e-19
1853,0.6079240094988126,3137,Massager,Safari Jacket,Visor,"""Glittery"" 2021 Suspenders (Haute Couture) 🔥",Brand New Studded Boots,Tennis Skirt,Boxer Briefs,Cross Necklace,0.01837270341207349,0.016372953380827397,0.016497937757780277,0.00012498437695288088,0.0006249218847644045,0.026371703537057867,0.05199350081239845,0.011498562679665042,6.111418379283052e-18
1854,0.0897387826521685,7283,Surf Board,Cardigan,Victorian Beret,Studded Belt,Boat shoes,Capri Pants,Garter,Purse,0.020372453443319585,0.031996000499937505,0.0004999375078115235,0.05649293838270216,0.021747281589801274,0.025996750406199226,0.0536182977127859,0.011623547056617924,6.4867126005733815e-15
1855,0.1299837520309961,6961,Guitar,Button Up,2yr Old Fez,Leather Belt,Moccasins,Leggings,Diaper,Golf Bag,0.019997500312460944,0.01549806274215723,0.0003749531308586427,0.05536807899012623,0.022622172228471443,0.0281214848143982,0.05649293838270216,0.012373453318335208,2.8611933558629164e-15
